336,290022628 
0,750987 
0,821721 
0,406874 
0,491577 
0,481563 
0,434415 
0,386634 
0,410323 
0,455965 
0,258499 
0,162194 
0,244814 
0,175974 
0,151946 
0,173246 
0,152890 
0,171388 
0,205106 
0,190098 
0,157075 
0,169470 
0,162663 
0,201622 
0,209375 
0,181555 
0,168101 
0,191255 
0,172549 
0,166186 
0,165217 
0,170198 
0,149187 
0,152982 
0,137755 
0,142759 
0,143109 
0,159297 
0,158253 
0,215102 
0,198745 
0,169490 
0,210017 
0,194500 
0,205038 
0,156728 
0,172341 
0,199999 
0,197638 
-1,0 
0,349970 
0,355909 
0,1185501 
0,451407 
0,347176 
0,329135 
0,299916 
0,234890 
0,200121 
0,202926 
0,258579 
0,202869 
0,227651 
0,232938 
0,157941 
0,182357 
0,249688 
0,198020 
0,289036 
0,241710 
0,258697 
0,276787 
0,293026 
0,262873 
0,167194 
0,170394 
0,163502 
0,157806 
0,154199 
0,150753 
0,161407 
0,146494 
0,208473 
0,207943 
0,202329 
0,150310 
0,153410 
0,160405 
0,238590 
0,209652 
0,224933 
0,202574 
0,217963 
0,300435 
0,251514 
0,165093 
0,139342 
0,176129 
0,158305 
0,163898 
0,153946 
0,169658 
0,149798 
0,174771 
0,234032 
0,175415 
0,217739 
0,205746 
0,190161 
0,209521 
0,231717 
0,572364 
0,609078 
0,344855 
0,238745 
0,197430 
0,192317 
0,189318 
0,246022 
0,274851 
0,304214 
0,195076 
0,198185 
0,187702 
0,234006 
0,254521 
0,211695 
0,202114 
0,169331 
0,186326 
0,160267 
0,144114 
0,169614 
0,193274 
0,175138 
0,179512 
0,273506 
0,246236 
0,188844 
0,216521 
0,228614 
-1,0 
0,799332 
0,2153267 
0,193118 
0,210144 
0,196912 
0,192643 
0,177402 
0,242472 
0,257843 
0,149764 
0,184541 
0,166935 
0,178279 
0,172665 
0,216718 
0,202256 
0,146302 
0,152965 
0,149571 
0,164410 
0,158415 
0,151475 
0,143400 
0,220197 
0,158580 
0,202592 
0,145568 
0,153128 
0,150135 
0,189356 
0,142396 
0,179605 
0,196999 
0,201147 
0,279290 
0,333701 
0,277083 
0,320653 
0,362887 
0,285628 
0,246155 
-1,0 
0,471205 
0,193311 
0,206815 
0,179896 
0,193898 
0,200576 
0,174954 
0,208862 
0,218081 
0,214709 
0,252122 
0,269659 
0,205739 
0,194635 
0,186062 
0,182474 
0,167439 
0,154614 
0,157416 
0,176029 
0,192782 
0,192546 
0,210894 
0,164985 
0,194208 
0,167178 
0,272328 
0,295100 
0,313595 
0,292978 
0,420407 
0,298380 
0,269177 
0,348275 
0,210552 
0,234682 
0,204834 
0,193211 
0,235887 
0,214036 
0,201039 
0,196236 
0,172003 
0,166192 
0,178750 
0,193869 
-1,0 
0,590923 
0,193708 
0,186294 
0,191075 
0,159157 
0,317425 
0,153321 
0,147533 
0,160382 
0,163046 
0,156069 
0,159076 
0,162250 
0,167887 
0,169365 
0,162699 
0,171125 
0,181201 
0,235479 
0,206788 
0,281889 
0,475068 
0,286648 
0,313264 
0,307981 
0,351595 
0,297033 
0,291791 
0,203649 
-1,0 
0,585241 
0,235748 
0,238640 
0,343335 
0,296548 
-1,0 
0,3839740 
0,319096 
0,176720 
0,3614450 
0,353746 
0,248045 
0,169196 
0,196695 
0,301741 
0,188651 
0,252589 
0,277917 
0,198249 
0,1870134 
0,1733113 
0,659135 
0,348868 
0,1479609 
0,295256 
0,7156787 
0,541266 
0,3887197 
0,2374866 
0,1144968 
0,8040794 
-1,0 
0,4167429 
0,793676 
0,1100010 
0,257532 
0,243499 
0,170931 
0,169670 
0,156191 
0,151760 
0,147232 
0,157506 
0,169643 
0,168799 
0,252351 
0,183746 
0,154720 
0,164191 
0,169434 
0,158908 
0,167862 
0,180307 
0,160558 
0,162631 
0,166471 
0,188712 
0,190472 
0,184673 
0,205985 
0,361646 
0,325485 
0,256574 
0,218191 
0,227310 
0,239226 
0,215430 
0,193793 
0,3804769 
0,807037 
0,183040 
0,187105 
0,189344 
0,177879 
0,164926 
0,166517 
0,158576 
0,228898 
0,196049 
0,162326 
0,168943 
0,184577 
0,957409 
0,194307 
0,222007 
0,212686 
-1,0 
0,317337 
0,301812 
0,173446 
0,206109 
0,253968 
0,194855 
0,228909 
0,225987 
0,265992 
0,278234 
0,300276 
0,4872443 
0,436379 
0,391148 
0,1536324 
0,337295 
0,213494 
0,198912 
0,762300 
0,518168 
0,247231 
0,256510 
0,295744 
0,196763 
0,211369 
0,183851 
0,212262 
0,183631 
0,168787 
0,188245 
0,205226 
0,159233 
0,187002 
0,159597 
-1,0 
0,485573 
0,177532 
0,169218 
0,154446 
0,159593 
0,165539 
0,170320 
0,166062 
0,844858 
0,178953 
0,196462 
0,174627 
0,204377 
0,237041 
0,276442 
0,310637 
0,342257 
0,1341919 
0,299718 
0,548147 
0,219904 
0,1463570 
0,277981 
0,203831 
0,276246 
0,212970 
0,187478 
0,1438790 
0,259033 
0,344378 
0,202890 
0,170302 
0,166798 
0,179985 
0,171540 
0,236429 
0,194511 
0,197160 
0,210553 
0,239403 
0,322805 
-1,0 
0,519042 
-1,0 
0,468802 
0,511096 
0,631575 
0,595216 
0,1229608 
0,228038 
0,341315 
0,275967 
0,163294 
0,170767 
0,163569 
0,172398 
0,161673 
0,173975 
0,1052986 
0,322003 
0,277968 
-1,0 
0,760966 
0,272835 
0,235367 
0,176955 
0,264201 
0,205459 
0,200012 
0,192271 
0,347103 
0,183666 
0,192356 
0,233575 
0,312867 
0,294460 
0,517738 
0,406942 
0,255732 
0,236869 
0,235619 
0,249335 
0,271592 
0,307188 
0,246473 
0,395603 
0,1942679 
0,342313 
0,207965 
0,199974 
0,187707 
0,224828 
0,198275 
0,185288 
0,187129 
0,171873 
0,198770 
0,198877 
0,211087 
0,242663 
0,177894 
0,218994 
0,193314 
0,184107 
0,189643 
0,241375 
0,187892 
0,204514 
0,209321 
0,509074 
0,274535 
0,226030 
0,221004 
0,179661 
0,427607 
0,211397 
0,221507 
0,279151 
0,333335 
0,426816 
0,415043 
0,358377 
0,229851 
0,241778 
0,211860 
0,1109719 
0,251049 
0,238676 
0,233734 
0,2485720 
0,173918 
0,200807 
0,227348 
0,183032 
0,189364 
0,205903 
0,215995 
0,201903 
0,202175 
0,176536 
0,163910 
0,173338 
0,164249 
0,193869 
0,221992 
0,162866 
0,169842 
0,202478 
0,229825 
0,186897 
0,233390 
0,182650 
0,231077 
0,195922 
0,170306 
0,226094 
0,177016 
0,3443409 
0,3613099 
0,426509 
0,1777041 
0,6705698 
0,3252496 
0,4008902 
0,294548 
0,3749497 
0,1212510 
0,1785259 
0,216754 
0,3671824 
0,164567 
0,198617 
0,1797784 
0,162976 
0,160054 
0,228420 
0,170484 
0,177513 
0,151416 
0,166548 
0,197490 
0,519854 
0,162157 
0,936875 
0,227279 
0,188995 
0,2407199 
0,1222499 
0,171906 
0,1467854 
0,162469 
0,144115 
0,163189 
0,150325 
0,201900 
0,150470 
0,146748 
0,145031 
0,151909 
0,155660 
0,150524 
0,190585 
0,167101 
0,152774 
0,184454 
0,166940 
0,165675 
0,169833 
0,189773 
0,151098 
0,157301 
0,133845 
0,147867 
0,153215 
0,150164 
0,150803 
0,154639 
0,192891 
0,185151 
0,193167 
0,248053 
0,214517 
0,439548 
0,253017 
0,218316 
0,278990 
0,330514 
0,205365 
0,281321 
0,197613 
0,166024 
0,163586 
0,192116 
0,192902 
0,167303 
0,182056 
0,176600 
0,171738 
0,204499 
0,197322 
0,207326 
0,212398 
0,173125 
0,189498 
0,176578 
0,162975 
0,163471 
0,193319 
0,179914 
0,192569 
0,159260 
0,186388 
-1,0 
0,412217 
0,977621 
0,166861 
0,192628 
0,170045 
0,206808 
0,264996 
0,195300 
0,164856 
0,225766 
0,289554 
0,433042 
-1,0 
0,229810 
0,351927 
0,162072 
0,198218 
0,127253 
0,174740 
-1,0 
0,5802280 
0,2392482 
0,200372 
0,286679 
0,3800026 
0,220588 
0,193171 
0,172439 
0,160456 
0,161597 
0,181014 
0,248873 
0,194999 
0,295982 
0,1776733 
0,273171 
0,263605 
0,188160 
0,220010 
0,262362 
0,333890 
0,172822 
0,219631 
0,210636 
0,164052 
0,189493 
0,192582 
0,260854 
0,210260 
0,169532 
0,178745 
0,207856 
0,204779 
0,177323 
0,235047 
0,385986 
0,217424 
0,186834 
0,236436 
0,194548 
0,195292 
0,212546 
0,175381 
0,193269 
0,227471 
0,156190 
0,140763 
0,157875 
0,179313 
0,166966 
0,160407 
0,164446 
0,175927 
0,187824 
0,155235 
0,156199 
0,161675 
0,164194 
0,157517 
0,159586 
0,166949 
0,162365 
0,163557 
0,185660 
0,345926 
0,174856 
0,194692 
0,261839 
0,273770 
0,227484 
0,279768 
0,279700 
0,270227 
0,267519 
0,213059 
0,231404 
0,170202 
0,192426 
0,174404 
0,172080 
0,231607 
0,216987 
0,230134 
0,225421 
0,156727 
0,147811 
0,151226 
0,147656 
0,152402 
0,193889 
0,154202 
0,150432 
0,234534 
0,203014 
0,224611 
0,219418 
0,250214 
0,186016 
0,172683 
0,185212 
0,261237 
0,204868 
0,179056 
0,168333 
0,146967 
0,158593 
0,180228 
0,173001 
0,177069 
0,157553 
0,168853 
0,253726 
0,232893 
0,214095 
0,187346 
0,187932 
0,185979 
0,204588 
0,217824 
0,230195 
0,220433 
0,214077 
0,225670 
0,211407 
0,301397 
0,290144 
0,252145 
0,291941 
0,185477 
0,180773 
0,163446 
0,223045 
0,166144 
0,176252 
0,166736 
0,254337 
0,180263 
0,180681 
0,159486 
0,170809 
0,140616 
0,167242 
0,168177 
0,159353 
0,174099 
0,217168 
0,191346 
0,182108 
0,166606 
0,169903 
0,211515 
0,287371 
0,539567 
0,253194 
0,280738 
0,379463 
0,191584 
0,258343 
0,208649 
0,154643 
0,194344 
0,317763 
0,219995 
0,176992 
0,174299 
0,463212 
0,1127530 
0,215207 
0,192043 
0,172354 
